sentence,sentiment,tokenized_text,emoji to text,emoji to text + stopwords
"đồ ăn ngon, có thể tự order qua màn hình cảm ứng để lấy đồ nhanh hơn, nhưng lượng khách vẫn quá đông, order xong đợi 30 mới lấy được đồ.",positive,"đồ_ăn ngon , có_thể tự order qua màn_hình cảm_ứng để lấy đồ nhanh hơn , nhưng lượng khách vẫn quá đông , order xong đợi 30 mới lấy được đồ .","đồ_ăn ngon , có_thể tự order qua màn_hình cảm_ứng để lấy đồ nhanh hơn , nhưng lượng khách vẫn quá đông , order xong đợi 30 mới lấy được đồ .",đồ_ăn ngon có_thể order màn_hình cảm_ứng đồ đông order xong đợi 30 đồ
"mcdonalds bận rộn nhất trong cả nước hương vị như bình thường, giống như những người khác mcdonald",positive,"mcdonalds bận_rộn nhất trong cả nước hương_vị như bình_thường , giống như những người khác mcdonald","mcdonalds bận_rộn nhất trong cả nước hương_vị như bình_thường , giống như những người khác mcdonald",mcdonalds bận_rộn hương_vị bình_thường mcdonald
làm không chuyên nghiệp,negative,làm không chuyên_nghiệp,làm không chuyên_nghiệp,chuyên_nghiệp
"quán này ăn được . tuy không xuất sắc nhưng cũng nên thử , chỉ có điều hơi đắt",positive,"quán này ăn được . tuy không xuất_sắc nhưng cũng_nên thử , chỉ có_điều hơi đắt","quán này ăn được . tuy không xuất_sắc nhưng cũng_nên thử , chỉ có_điều hơi đắt",quán xuất_sắc cũng_nên thử có_điều hơi đắt
thức ăn sạch sẽ nhưng dịch vụ chậm,neutral,thức_ăn sạch_sẽ nhưng dịch_vụ chậm,thức_ăn sạch_sẽ nhưng dịch_vụ chậm,thức_ăn sạch_sẽ dịch_vụ chậm
sách sẽ các bác à,positive,sách sẽ các bác à,sách sẽ các bác à,sách
"dịch vụ hiệu quả, thức ăn ngon",positive,"dịch_vụ hiệu_quả , thức_ăn ngon","dịch_vụ hiệu_quả , thức_ăn ngon",dịch_vụ hiệu_quả thức_ăn ngon
"quán đẹp, sạch sẽ. đồ ăn ngon tuy hơi đắt. quán rất đông vào giờ cao điểm và cách dịp lễ tết. nhân viên phục vụ khá tốt.",positive,"quán đẹp , sạch_sẽ . đồ_ăn ngon tuy hơi đắt . quán rất đông vào giờ cao_điểm và cách dịp lễ_tết . nhân_viên phục_vụ khá tốt .","quán đẹp , sạch_sẽ . đồ_ăn ngon tuy hơi đắt . quán rất đông vào giờ cao_điểm và cách dịp lễ_tết . nhân_viên phục_vụ khá tốt .",quán đẹp sạch_sẽ đồ_ăn ngon hơi đắt quán đông cao_điểm dịp lễ_tết nhân_viên phục_vụ
"không có nhiều khách hàng, nhưng nó đã xuất hiện rất muộn",negative,"không có nhiều khách_hàng , nhưng nó đã xuất_hiện rất muộn","không có nhiều khách_hàng , nhưng nó đã xuất_hiện rất muộn",khách_hàng xuất_hiện muộn
hồ hoàng kiếm,negative,hồ hoàng kiếm,hồ hoàng kiếm,hồ hoàng kiếm
nhân viên tốt và dịch vụ tuyệt vời.,positive,nhân_viên tốt và dịch_vụ tuyệt_vời .,nhân_viên tốt và dịch_vụ tuyệt_vời .,nhân_viên dịch_vụ tuyệt_vời
"đây là mcdonald, nơi bạn có thể gặp bất cứ nơi nào ..",neutral,"đây là mcdonald , nơi bạn có_thể gặp bất_cứ nơi nào ..","đây là mcdonald , nơi bạn có_thể gặp bất_cứ nơi nào ..",mcdonald có_thể bất_cứ ..
"ngon , giá cả hợp lí",positive,"ngon , giá_cả hợp_lí","ngon , giá_cả hợp_lí",ngon giá_cả hợp_lí
"họ đang chùng xuống. dịch vụ này không phải là dịch vụ mcdonald của đẳng cấp thế giới mà tất cả chúng ta đều biết và yêu thích. thực phẩm là tiêu chuẩn mặc dù. mà có vị giống nhau. ngoài ra, hãy cẩn thận để không gây sốc cho bản thân trên phích cắm này.",neutral,"họ đang chùng xuống . dịch_vụ này không phải là dịch_vụ mcdonald của đẳng_cấp thế_giới mà tất_cả chúng_ta đều biết và yêu thích . thực_phẩm là tiêu_chuẩn mặc_dù . mà có vị giống nhau . ngoài_ra , hãy cẩn_thận để không gây sốc cho bản_thân trên phích cắm này .","họ đang chùng xuống . dịch_vụ này không phải là dịch_vụ mcdonald của đẳng_cấp thế_giới mà tất_cả chúng_ta đều biết và yêu thích . thực_phẩm là tiêu_chuẩn mặc_dù . mà có vị giống nhau . ngoài_ra , hãy cẩn_thận để không gây sốc cho bản_thân trên phích cắm này .",chùng dịch_vụ dịch_vụ mcdonald đẳng_cấp thế_giới tất_cả chúng_ta yêu thực_phẩm tiêu_chuẩn mặc_dù vị ngoài_ra cẩn_thận sốc bản_thân phích cắm
tôi thích nhiều loại nước sốt của họ. nhưng tôi không thể tìm thấy menu gạo ở đây,neutral,tôi thích nhiều loại nước sốt của họ . nhưng tôi không_thể tìm thấy menu gạo ở đây,tôi thích nhiều loại nước sốt của họ . nhưng tôi không_thể tìm thấy menu gạo ở đây,sốt không_thể menu gạo
yêu bánh burger phô mai sang trọng của họ,positive,yêu bánh burger phô_mai sang_trọng của họ,yêu bánh burger phô_mai sang_trọng của họ,yêu bánh burger phô_mai sang_trọng
mcd bận rộn với lựa chọn tốt tuy nhiên bộ đếm dịch vụ sal có vấn đề lấy thẻ tín dụng hoặc không thân thiện với người dùng. người nhận đơn đặt hàng của chúng tôi hầu như không thể hiểu được tiếng anh và rất khó để giải thích. mccafe servo tuy nhiên là tuyệt vời.,neutral,mcd bận_rộn với lựa_chọn tốt tuy_nhiên bộ đếm dịch_vụ sal có vấn_đề lấy thẻ_tín_dụng hoặc không thân_thiện với người dùng . người nhận đơn đặt_hàng của chúng_tôi hầu_như không_thể hiểu được tiếng anh và rất khó để giải_thích . mccafe servo tuy_nhiên là tuyệt_vời .,mcd bận_rộn với lựa_chọn tốt tuy_nhiên bộ đếm dịch_vụ sal có vấn_đề lấy thẻ_tín_dụng hoặc không thân_thiện với người dùng . người nhận đơn đặt_hàng của chúng_tôi hầu_như không_thể hiểu được tiếng anh và rất khó để giải_thích . mccafe servo tuy_nhiên là tuyệt_vời .,mcd bận_rộn lựa_chọn tuy_nhiên đếm dịch_vụ sal vấn_đề thẻ_tín_dụng thân_thiện đơn đặt_hàng chúng_tôi hầu_như không_thể tiếng giải_thích mccafe servo tuy_nhiên tuyệt_vời
mcdonald luôn tốt,positive,mcdonald luôn tốt,mcdonald luôn tốt,mcdonald
thật đáng tiếc khi không phục vụ,positive,thật đáng tiếc khi không phục_vụ,thật đáng tiếc khi không phục_vụ,tiếc phục_vụ
"giá tương tự như đài loan thực sự có nhiều khách nhà bếp nhỏ, vì vậy tốc độ bữa ăn sẽ chậm hơn có một nhà vệ sinh miễn phí, một cho nam và nữ, và bạn cần xếp hàng",positive,"giá tương_tự như đài_loan thực_sự có nhiều khách nhà_bếp nhỏ , vì_vậy tốc_độ bữa ăn sẽ chậm hơn có một nhà_vệ_sinh miễn_phí , một cho nam và nữ , và bạn cần xếp_hàng","giá tương_tự như đài_loan thực_sự có nhiều khách nhà_bếp nhỏ , vì_vậy tốc_độ bữa ăn sẽ chậm hơn có một nhà_vệ_sinh miễn_phí , một cho nam và nữ , và bạn cần xếp_hàng",giá tương_tự đài_loan nhà_bếp vì_vậy tốc_độ chậm nhà_vệ_sinh miễn_phí nam nữ xếp_hàng
"không tat bang mcdonal hoang dao thuy. mieng ga qua be. se không quay lai nua vi xung quanh co nhieu cua hang an nhanh hon... gia ca hop ly hon. tuy nhien, co 1 diem cong cua mcdonal so voi cac cua hang khac la nhan vien chuyen nghiep hon. va da du ky tu chua nhi cho chac chan",neutral,"không tat bang mcdonal hoang dao thuy . mieng ga qua be . se không quay lai nua vi xung_quanh co nhieu cua hang an nhanh hon ... gia ca hop ly hon . tuy nhien , co 1 diem cong cua mcdonal so voi cac cua hang khac la nhan vien chuyen nghiep hon . va da du ky tu chua nhi cho chac chan","không tat bang mcdonal hoang dao thuy . mieng ga qua be . se không quay lai nua vi xung_quanh co nhieu cua hang an nhanh hon ... gia ca hop ly hon . tuy nhien , co 1 diem cong cua mcdonal so voi cac cua hang khac la nhan vien chuyen nghiep hon . va da du ky tu chua nhi cho chac chan",tat bang mcdonal hoang dao thuy mieng ga be se lai nua vi xung_quanh co nhieu cua hang an hon ... gia ca hop ly hon nhien co 1 diem cong cua mcdonal voi cac cua hang khac la nhan vien chuyen nghiep hon va da du ky tu chua nhi chac chan
đó là một nơi gặp gỡ tour du lịch và tôi đã đi vào một lúc và mua nước đóng chai.,neutral,đó là một nơi gặp_gỡ tour du_lịch và tôi đã đi vào một lúc và mua nước đóng_chai .,đó là một nơi gặp_gỡ tour du_lịch và tôi đã đi vào một lúc và mua nước đóng_chai .,gặp_gỡ tour du_lịch mua đóng_chai
"tôi đã mệt mỏi khi đi bộ vào buổi sáng, nhưng tôi đã có thể nghỉ ngơi nhàn nhã. đó là một hương vị phổ quát",positive,"tôi đã mệt_mỏi khi đi bộ vào buổi sáng , nhưng tôi đã có_thể nghỉ_ngơi nhàn_nhã . đó là một hương_vị phổ_quát","tôi đã mệt_mỏi khi đi bộ vào buổi sáng , nhưng tôi đã có_thể nghỉ_ngơi nhàn_nhã . đó là một hương_vị phổ_quát",mệt_mỏi có_thể nghỉ_ngơi nhàn_nhã hương_vị phổ_quát
được rồi,neutral,được rồi,được rồi,
"thức ăn ok, nhanh, nhân viên phục vụ tốt. tuy nhiên nhân viên order mặt rất thái độ. hỏi và trả lời rất khó ưa, nhìn mặt không cười nổi 1 cái với khách hàng. bước vào cửa thì quầy order là nơi tiếp xúc đầu tiên đã gây mất thiện cảm nên ăn trưa cũng không ngon nổi. cứ như tôi mắc nợ anh ta cái gì. trong lúc order rất vắng khách, chỉ có tôi thì không lý gì anh ta lại tỏ thái độ mệt mỏi và khinh khỉnh như thế. no reccommend",negative,"thức_ăn ok , nhanh , nhân_viên phục_vụ tốt . tuy_nhiên nhân_viên order mặt rất thái_độ . hỏi và trả_lời rất khó ưa , nhìn mặt không cười nổi 1 cái với khách_hàng . bước vào cửa thì quầy order là nơi tiếp_xúc đầu_tiên đã gây mất thiện_cảm nên ăn trưa cũng không ngon nổi . cứ như tôi mắc nợ anh ta cái gì . trong lúc order rất vắng khách , chỉ có tôi thì không lý gì anh ta lại tỏ thái_độ mệt_mỏi và khinh_khỉnh như_thế . no reccommend","thức_ăn ok , nhanh , nhân_viên phục_vụ tốt . tuy_nhiên nhân_viên order mặt rất thái_độ . hỏi và trả_lời rất khó ưa , nhìn mặt không cười nổi 1 cái với khách_hàng . bước vào cửa thì quầy order là nơi tiếp_xúc đầu_tiên đã gây mất thiện_cảm nên ăn trưa cũng không ngon nổi . cứ như tôi mắc nợ anh ta cái gì . trong lúc order rất vắng khách , chỉ có tôi thì không lý gì anh ta lại tỏ thái_độ mệt_mỏi và khinh_khỉnh như_thế . no reccommend",thức_ăn ok nhân_viên phục_vụ tuy_nhiên nhân_viên order mặt thái_độ trả_lời ưa mặt cười nổi 1 khách_hàng cửa quầy order tiếp_xúc đầu_tiên thiện_cảm trưa ngon nổi mắc nợ ta order vắng lý ta tỏ thái_độ mệt_mỏi khinh_khỉnh như_thế no reccommend
gà ngon hơn kfc và lotteria,positive,gà ngon hơn kfc và lotteria,gà ngon hơn kfc và lotteria,gà ngon kfc lotteria
nó luôn luôn là hương vị tốt,positive,nó luôn_luôn là hương_vị tốt,nó luôn_luôn là hương_vị tốt,luôn_luôn hương_vị
đài loan vẫn tốt hơn,neutral,đài_loan vẫn tốt hơn,đài_loan vẫn tốt hơn,đài_loan
đây là một trong những cửa hàng mac nổi tiếng ở hà nội. nơi này hơi hẹp nhưng chế độ xem cửa sổ là tốt đẹp.,positive,đây là một trong những cửa_hàng mac nổi_tiếng ở hà_nội . nơi này hơi hẹp nhưng chế_độ xem cửa_sổ là tốt_đẹp .,đây là một trong những cửa_hàng mac nổi_tiếng ở hà_nội . nơi này hơi hẹp nhưng chế_độ xem cửa_sổ là tốt_đẹp .,cửa_hàng mac nổi_tiếng hà_nội hơi hẹp chế_độ cửa_sổ tốt_đẹp
"không tuyệt vời, rất đắt tiền và không có món ăn khu vực.",negative,"không tuyệt_vời , rất đắt tiền và không có món ăn khu_vực .","không tuyệt_vời , rất đắt tiền và không có món ăn khu_vực .",tuyệt_vời đắt tiền món khu_vực
"phương pháp đặt hàng kiosk không người lái, có thể được tìm thấy ở hàn quốc, được áp dụng. tất nhiên, bạn cũng có thể đặt hàng tại quầy",positive,"phương_pháp đặt_hàng kiosk không người lái , có_thể được tìm thấy ở hàn_quốc , được áp_dụng . tất_nhiên , bạn cũng có_thể đặt_hàng tại quầy","phương_pháp đặt_hàng kiosk không người lái , có_thể được tìm thấy ở hàn_quốc , được áp_dụng . tất_nhiên , bạn cũng có_thể đặt_hàng tại quầy",phương_pháp đặt_hàng kiosk lái có_thể hàn_quốc áp_dụng tất_nhiên có_thể đặt_hàng quầy
"quán đồ ăn nhanh ngon, vị trí đắc địa, chỗ ngồi sạch sẽ, gọi đồ và nhận đồ rất nhanh. giá thành hơn đắt với ngưòi việt nói chung. đáng để thử và trải nghiệm",positive,"quán đồ_ăn nhanh ngon , vị_trí đắc_địa , chỗ ngồi sạch_sẽ , gọi đồ và nhận đồ rất nhanh . giá_thành hơn đắt với ngưòi việt nói_chung . đáng để thử và trải_nghiệm","quán đồ_ăn nhanh ngon , vị_trí đắc_địa , chỗ ngồi sạch_sẽ , gọi đồ và nhận đồ rất nhanh . giá_thành hơn đắt với ngưòi việt nói_chung . đáng để thử và trải_nghiệm",quán đồ_ăn ngon vị_trí đắc_địa chỗ sạch_sẽ gọi đồ đồ giá_thành đắt ngưòi việt nói_chung thử trải_nghiệm
