name,text,stars
Cihan ÖZ,Memleketim Her Zaman Sahte Cennetimiz,5
Quốc Hậu Nguyễn,Khá ổn,4
Jackie Nguyen,"Quán cafe bên dưới đẹp, cổ điển",4
Thuỷ Thu,Sẽ quay lại trong thời gian gần nhất có thể.,5
lê vân,"Cafe uống buồn nôn.
Bánh rất đắt và éo ngon",2
Nhân Nguyễn,Khá ngon,4
An Hương Nguyễn,Địa điểm hút khách nước ngoài và trong nước. Đồ ăn cũng tàm tạm,3
_bqsiic,Da best,5
Minh Nguyen hoang,"Ngon, phục vụ tạm ổn.",4
Hải Nguyên Hán,Ngon,5
Roberto Pereira Ramos,"Nice store, with totem to make order and part of the staff speak English",5
Betsy Ng,"Good location
But service is pretty slow",3
ds S,햄버거 맛이 ㅠㅠ,3
thể thao tivi,Tạm dc,3
New G Humans,여기 맥도날드 햄버거 왜 맛없지? 여기 맛없음 주의,2
James Terpstra,"Like all the other Macca's.
Food is average. Service is good",3
Chương Phùng Danh,Good meals and good service,5
عبدالرحمن الخلف العيسى,الاكل غير صحي أعجبني سندويش السمك,4
Chi minh Anh,Kinh thường ng khac,1
Tuấn Anh Vương,"Im not a big fan of fastfood but I suppose food there is better than in Lotteria or Jolibee. However if you are there and want to wash your hand or go to the restroom, go up to 2nd floor 😂😂😂, there is not any restroom in 1st floor",3
차혜원,"기대안하고 가면 맛있고
기대하면 실망이큼 ㅋㅋㅋ
아이스크림은 항상 평타 ㅎㅎ",3
FL VIP563,Ok,4
Yến Nguyễn Hải,Ok nha :3,5
Itzik Fadida,Wow!! Great nuggets,5
Bjørn Øivind Pedersen,They dont have milkshake or frappeshino,2
Anh The,Rất ngon,3
강혜진,"일요일 저녁 방문. 주문 줄은 좀 있지만 2층은 붐비지 않음.
빅맥 한국이랑 똑같고, 소스 여러종류 비치되어 있는게 좋음. 칠리랑 갈릭 맛있었음.",4
Can Viet Ha,Ok,4
Tuan Hoang,Địa điểm này đẹp,4
Minh Tuấn,"Tiện lợi, không gian thoáng mát, đẹp mắt, sạch sẽ.",5
Thùy Dương Đào Thị,"Giống đồ KFC mà, vị đậm đà hơn chút, giá mắc hơn và nhân viên khinh khỉnh hơn, nói chung không quay lại",4
Nguyễn Anh Quang,ăn ngon hơi đông,4
Tuấn 27-ĐB,Cũng như các cửa hàng MD khác phong cách phục vụ thì đã dk kiểm nghiệm qua nhiều năm nên ko phải bàn ạ.,5
Tung Joong,"Quán duy nhất ở HN, phục vụ khá nhanh",5
A A,👍👍👍,5
Manh Vu Tien,Tuyệt vời,3
Mr Moose,Poor service for delivery. Waited about 3 hours and the order was wrong. Got a double order of wrong food. What a great restaurant!,1
Nguyễn Thúy,McDonald’s Hồ Gươm,5
dong jun Lee,가끔 음료가 탄산이 약함,3
Fab Leg,Attention aux dégâts intestinaux ! Hygiène à revoir sérieusement.,1
Đạt Nguyễn Đình,"Thấy có cả thức uống và đồ ăn nhanh, cũng  rộng rãi phết. Tuyệt, view khá đẹp.",5
Thiên Đào,Nhà hàng phục vụ tốt làm đồ nhanh,5
Huy Nguyễn,"View đẹp, nhân viên phục vụ chưa được niềm nở lắm, nhà hàng sạch sẽ, trang thiết bị hiện đại, đồ ăn ngon, phục vụ nhanh chóng",4
Radosław Jasiński,"Poszliśmy przekonać się czy w Wietnamie będzie tak samo. Przekonaliśmy się, jest dokładnie tak samo. Tylko trochę dłużej czeka się w kolejce, bo jest to popularne miejsce, a i jeszcze jedno - samoobsługowe sosy...",3
Tuyển Nguyễn Mạnh,Quán có nhân viên phục vụ tốt rất nhanh nhẹn đồ ăn làm cẩn thận sạch sẽ rất ngon giá cả hợp lí không gian phục vụ chuyên nghiệp có chỗ để xe bảo vệ trông xe bên ngoài khung cảnh đẹp check ra hồ gươm thật tuyệt vời khi ăn tại đây verry good !!!! ☺️☺️☺️☺️☺️☺️😌❤️❤️❤️❤️❤️❤️❤️❤️☺️,5
Bruce Seo (N Job man),"I found a kind of tumor in chicken wing.
I was yuck.
btw location is good near Hoan Kiem lake",2
A.FATTAH Asif,"Good place in happening location of Hanoi, good food too, long cue in weekend,  service is good too",4
manh Me Do Duc,Món ngon,4
종근이,쌀국수만 먹다가 햄버거 한입~ 좋습니다,4
Beng Beng,Đồ ăn bt so với vc phải xếp hàng để mua,4
Serhii Pylypenko,We with my friends visited this place. Taste in this Macdonalds is amazing. But unfortunately in 3-7hours after we enjoyed our meals. We had got a problem as a diarrhea and we couldn’t stop it in two days. Can you please check your place for sanitation? thank you.,1
베이비유지,"햄버거가 머핀으로 적혀있는데 진짜 머핀임. 뭔가 예전 던킨도넛의 그 버거 맛이 기억남. (이름이 뭐드라..)
햄버거라 생각하면 안되고 한국의 햄버거 반만하다고 생각하면 됨. 난 워낙 양이 적어서 만족했지만 남자들은 2개는 먹어야 그래도 아 먹긴했네 싶을것 같음 ㅋ

그래도 항상 바글바글 대던 울나라와는 달리 12시 점심시간임에도 텅텅 비어있음.

1층엔 그랩오토바이? 사람들이 엄청 많았음 엄청나게.",4
Maria Jose Merino Baeza,Es igual en todos los lugares del mundo. Sabes lo que puedes comer,4
기다리면겟상,션하구 맛차 맛있어요%&^,5
T. H,マクドナルド。立地◎,3
Trang Nguyen,Good,5
피자조아,불친절 ㅜ,1
manjaree gupta,Good Ice cream 🍦,5
THAMER M,KFC is the food where there is long discussion about what to eat,4
솜사탕,달라는거랑 다른걸 줌 ㅠ.ㅠ 돗대기 시장...,3
Van Vu Dinh,It's mcdonald with table service,4
Kim Jei,싸고 빨라요,5
조용범,정신없다 모든사람이 만남의장소 인듯 ㅋ,2
ChiHong An,Too many people and too noise,3
SKY,"셀프주문기에서 말차 아이스크림 시켰는데
그냥 오레오 아이스크림 줌 ㅠ.ㅠ
햄버거 맛 궁금해서 먹으러 또 가야겠음
매장2층엔 물걸레 냄새 심함...",3
HUICHEOL BYEON,보통ㅜ,3
Maximilian Minh,"Thích địa điểm này theo tiêu chí của 2 ông nhóc, đệ tử của các cửa hàng đồ ăn nhanh. Khoảng 5, 6 năm trước hở ra là đòi đi KFC, thảng hoặc lắm vào Loteria đổi gió, thế mà từ tết 2019 vào cửa hàng McDonald này xong thì chúng nó chuyển hẳn tình yêu sang đây, hỏi nhưng không biết được lý do. Chắc là hợp khẩu vị hơn.
Cửa hàng có vị trí quá tốt còn về trang trí nội thất, thái độ của nhân viên cũng giống như các chuỗi ăn nhanh kia thôi, tại sao lại thu hút khách ghê vậy nhỉ? À, do chất lượng đồ ăn, mấy chuỗi kia đều từng lên báo về mấy vụ đồ ăn hỏng, riêng ông này chưa bị.
Từ sau 1975 nhiều lúc xem phim xong cứ ao ước được ăn đồ McDonald giống như trên màn ảnh mà sao mãi nó không vào Việt Nam. Khi ước mơ thành hiện thực phải thử vài lần rồi, phong cách ăn như trong phim cao bồi miền tây luôn ấy chứ.",4
Đại Lèng Văn,Ngon,5
Cosmos Provider,Better than in Belgium for sure,4
Hsieh 謝I-Wen 逸文,環境好；東西普通,3
RSX Thắng Nguyễn,Nv rất chu đáo,5
Phuonglien April,Món ăn ngon và thu hút được sự chú ý và sự thích thú của trẻ em . Nhưng không có chỗ ngồi 4☆,4
Sachin Gupta,"This is the only McD in Hanoi which is open till late night on most days!
Food and Service is good!",5
Quyết Đỗ,"Đồ ăn ngon, phục vụ nhanh",4
totrantien,"Lịch sự sạch sẽ nhưng nhà vệ sinh chỉ có giấy ạ, rát cả cõi lòng :(",3
Julien De Praetere,Pains du big mac froids,2
Hải Anh Nguyễn,Món ăn ngon và phục vụ nhiệt tình,4
AHMAD SYAAZA,Would be better & helpful for foreigners if also provide menu in English too.,4
thanh thủy nguyễn,Đồ uống giá hợp lý,4
Những năm tháng ấy,Là điểm đến khá thú vụ và thái độ phục vụ khách rất tốt. Vì nằm ơ trung tâm phố đi bộ nên rất nhiều khách trong nước và ngoài nước thường xuyên tới.,5
Dam Quang Tung,"Ăn ngon, phục vụ nhanh. Vị trí đẹp",5
Thủy Viên,Ngon,5
Nguyễn Thị Bảo Ngọc,"Phục vụ thân thiện,chất lượng tốt",5
Ricky Dao,"They really know how to get a nice view and location for their store. I had a great times here with friends. It always crowded here, but the waiters and employees were great helps. They made a mistake tho lol I ordered a cup of Sprite but they gave me a cup of water instead.",5
Lưu Bang,Ok,5
Phương Phạm Hồng,Ăn nhanh ...ngon.,4
nguyen thebao,Đồ ăn ngon mỗi tội đợi lâu,5
Thắng Nguyễn Đức,Phục vụ hơi chậm,4
Châu Bình Phạm,K hợp khẩu vị :>,2
Ishan Keskar,Quick bite here,5
Hải Hà Đỗ,Đông quá và đồ ăn cũng bình thường.,3
Thăng ManyCar,"Đồ ăn ngon, thu hút nhiều khách du lịch và trẻ em",4
三舩和美,"無愛想、遅い、スタッフのスマイル全く無い

金バッチも　歩いて雑談
携帯さわる従業員
日本とは　かけ離れてる接客",1
Luong Tam,Ok,5
장욱현(낙타거북이),너무 소금이 많았다 하지만 맛있다,4
Phạm Tuấn Lực,Good,4
Nông Huy Hoàn,Ngon lắm phục vụ oke,5
Ha Phan,Too busy,3
Thuc Lavan,Tuyệt vời,5
Tuấn Lực Phạm,Phục vụ tốt,4
Hiệu Phạm Văn,Cảnh đẹp,5
Duyet Quang,Đẹp,5
Mohamed Rizal,Very bad service. Mcdonalds Management need to pay more attention to the Mcdonalds Hanoi operation and staff training.,1
Anh Bo Amazing,"1 không có chỗ đỗ xe
2 để xe bảo vệ k đưa thẻ
3 đồ ăn lộn xộn khó hiểu và đắt
4 đồ ăn ít và nhỏ , khoai tây thì rắc muối quá mặn
5 toalet thì chỉ có 2 phòng mà còn đặt trong chỗ ăn uống
6 chật chội
Nên học tập trong Sài Gòn nhé .",1
هنلف الدنيا,معروف عالميا,4
Anh Dung Pham,Good service ❤️,5
Achira Riot,Busy weekend,3
Hùng Phạm,Không biết nói gì nữa,2
Sharad Gangwar,Very crowded and costly in near proximity,3
Điệp Lê Huy,Ngon,5
Phong Nguyễn Thuận,Đồ ăn rất ngon,5
Truyền Thông Phật Giáo,Đẹp,5
Nhiệm MMO,Ngon,5
Bình Nguyễn Viết,"Cách phục vụ chyên nghiệp, nhanh khi oder hàng. Nhân viên nhiệt tình.
Đồ ăn nhanh nên hơi nhiều dầu mỡ.  Chất lượng đồ ăn tạm ổn, giá thành hợp lya vs túi tiền.
Không gian hơi hẹp chật, vị trí view đẹp nhưng không lắp kính để quan sát đường mà thay vào đó quán xây tường hơi kín,",2
Cương HV,Rát tuyệt vời,5
Phùng Thanh Tùng,Kể tưg khi ăn mcdonald's là khỏi ăn ở chỗ khác luôn.,5
Mưa Bên Em,Nhân viên thái độ khi Grab mua hàng trả đồ thiếu,1
Sỹ Hoàng,Sẽ vào lần tới,4
Giang Nam Tran,"Địa điểm đẹp, view ra Hồ Hoàn Kiếm, nhiều nam thanh nữ tú đến đây ăn uống",4
Eden Key,Món ăn cũng bình thường. Giá ko quá đắt. Được cái vị trí đẹp nên đi ra hồ Gươm ngắm cảnh cũng gần,4
Tân Film Photography,Ok,5
Kiet,The location and service were so good,5
Aeits Wong,"Pork burger quite nice, yet it not come with set.",3
tôi gét những ai đặt tên loàng ngoằng,Đồ ăn hơi đắt,2
Anh Bùi Đức,"Hamburger ngon, khoai tây chiên không được giòn như McDonald's mình từng ăn bên châu Âu, giá cả khá đắt so với thu nhập trung bình người Việt, quán nằm tại địa điểm vàng của thủ đô Hà Nội, làm một nơi lí tưởng cho giới trẻ check in.",3
Bruce Wayne,The burgers are nice. quiet place with aircon,5
Tyler seo,한국이나 미국 맥도날드 보다 맛이 없어요. 드레싱이 모조리 마요네즈와 케찹이에요.,1
Loan Trần Ngọc,Giá cao,3
Hung Nguyen Duy,Đồ ăn rất ngán,1
Thuỳ Dương Vũ,I love fast food but i’m sorry to say that mcdonald cheeseburger didn’t fit my appetite. Generally the food is good and the service is excellent anw,4
huy Vũ,"Quán duy nhất ở thành phố hà nội
Đồ ăn cực kì ngon mà cx ko mắc
Thích hợp để dẫn trẻ con vào",5
TRÌNH NGUYỄN,Cũng ổn,3
hoang nguyen,Đồ ăn không quá ngon so với giá,3
Công Devil,Good,5
boss kipl,Khách khá đông giá hợp lý,4
Trung Dong Nguyen,Nhân viên nhiệt tình,5
Hùng Nguyễn,Caphe ngon,5
Lê Hải Đăng,"Đồ ăn ngon, hơi đông",5
Nam Lê Hoài,Good,5
30. Nguyễn Phương Thảo lớp 7A4,Phục vụ chậm và kô nhiệt tình,3
ARJUN M K,Standard McDonald's. The service was excellent and delivery quick. The person who took the order understood English reasonably well. He was helpful and guided us. There is seating space for around 20 people on the ground floor and even more on the first floor.,5
Esport TV,Giá khá cao,5
Amour Mon,Great,5
Chaipudting USA,"Just cross the street to the Post Office ,  #86 bus stop right infront of the post office go to Noi bai international air port. Fare cost 35,000 vnd.",3
Matias Fritz,Terrible. Don't go.,1
Salnan Dong,Crowded and not so clean. But taste good.,4
Oscar TV,Tuyệt vời.,5
Dat Pham,Quan dong khách do a phục vu rất nhanh,5
Văn Thìn Nguyễn,Hha,5
Dang Giang Nguyen,"Đông vui, đồ ăn ngon. Rất đáng thử",5
Anh tai Ho,Đẹp,4
Lê Hoàng,Không gian hơi nhỏ,4
Douglas LEE,맥모닝이 있어 다행이예요,4
Son Nguyen,Mcdonald in vn is not good as kfc,3
Đạt Đinh Tiến,Good,5
Nguyễn Thị Thanh Loan,"Đồ ăn ok, view đẹp, quán đông, chờ lâu",4
Nam Trương Sơn,"Phục vụ chuyên nghiệp, lượng khách đông khủng khiếp vào mỗi dịp cuối tuần",5
Ilkay dogan,"New and clean though a little too full at times with helpful staff trying their best to keep your waiting time as short as possible. No milkshakes unfortunately. The coffee is enjoyable, surprisingly. The food is cooked to order and hot.",3
Duc Thinh Nguyen (OiviaDesu),Sạch sẽ hiện đại với máy bán hàng tự động và đông,5
lương Đào,Good,4
Long Nguyễn Vũ,Với mình vậy là đủ,5
keith wall,"Terrible service. 15 minutes for 3 McMuffins, a Hash Brown and drinks",1
kỉ niệm movies,"Món ăn ngon, đi chơi vui vẻ, mát mẻ",5
H Nguyen,Capitalism giá rẻ,4
Đức Anh Phạm,Bt đồ ăn ko ngon,3
Ray Lee,最合理的價位，但是炸雞還是不好吃，可能是麵粉的關係,3
Kingdom Park,Hê hê đồ ngon,5
Antoine L.H.,"Un bon coin de nuit, le seul McDo qui ouvre jusqu'à 3 h, le tout dans une rue qui devient piétonne le weekend !

Bel endroit proche du lac et un Big Mac qui se respecte",5
Ngân Nguyễn,Good,5
Takahisa Ishikawa,"オーダーは入口の大きな画面で出来ます。
そこまでは、スムーズですが、
中の手際が悪くお客は、少ないのにかなり待たされました。😂",3
NGỌC TRIỆU VĂN,Đẹp đồ ăn ngon,4
Lan Nguyen,Tốt,5
Vịt nướng vlog,Làm nhanh,5
Blueyes Phạm,"Nhân viên lịch sự, phục vụ nhiệt tình. Đồ ăn bình thường, hơi mặn",3
Simon Fruen,"Dirty. Good location, one of less than 5. Near hoan kim lake.",2
Đạt Ngô,Ok. Tạm ổn,4
리예술,베트남 맥도날드는 어떤지 궁굼해서 일부러 가서 먹음.  베트남에선 고급진 음식. 맛있음 ㅋㅋ,3
