Name,Review,Stars,Sentiment
Chris,"Not a fan of McDonalds in general but missed a taste of home and this McDonald’s was exactly the same as in America, everything tasted the exact same as back home!",5,Positive
Pauline Taylor,Loved my big mac just like at home,5,Positive
Trần Quốc Tuấn,A normal fastfood :D,3,Neutral
dide j,Ca reste mcdo,4,Positive
Dennis Matthias,War gut,5,Positive
Tùng Đăng,Khỏi nói proo,5,Positive
Hà Trang,Gà ngon nhất trong các nhà hàng cùng loại,4,Positive
Trinh Nguyen,Is has great big Macs with a pretty good price,5,Positive
aaron ko,品牌知名店,5,Positive
WB,Dude !! There is a McDonald's in Hanoi square,5,Positive
Patrice Cailler,"Il y avait de la glace Matcha.
Ça valait un quart d'heure de pause.",3,Neutral
Sebastián Nicolás Luna,El lugar cuenta con terminales de auto-servicio. El personal sabe hablar inglés y se puede pedir el menú escrito en inglés.,4,Positive
An Đặng,Nv xinhh,5,Positive
Munni,Love it,5,Positive
Katlyn Harris,Over priced and greasy.,3,Neutral
조해철,그냥 서호주변 맥도날드,3,Neutral
Duong Ngo,"Những tối mở phố đi bộ, ở đây lúc nào cũng chật kín.",5,Positive
Tran Ngoc Minh,"Vị trí đẹp, đồ ăn bình thường!",3,Neutral
Cat Moon TV,"Rất tốt cho việc ăn uống nhanh
Trẻ em thì hay muốn đến
Xuất ăn trẻ em rất rẻ",5,Positive
Thanh Dat Tran,Đồ ăn ngon. Giá hợp lý. Nhân viên thân thiện.,5,Positive
Monower Hossain,Food was great..,5,Positive
Eiichi Sakashita,"日本のマクドナルドと何も変わりません。
ベトナムコーヒーがあるくらいでしょうか。",3,Neutral
Tuấn Nguyễn Ngọc,"McDonald’s Việt Nam cam kết áp dụng tiêu chuẩn của McDonald’s toàn cầu, đó là: Quality - Chất lượng, Service - Dịch vụ, Cleanliness - Vệ Sinh & Values - Giá trị.

•High quality food: Thực phẩm chất lượng
•Superior service: Phục vụ chuyên nghiệp
•Clean and welcoming environment: môi trường sạch sẽ và thân thiện
•Great value for money: Giá cả hợp lý

Đã trải nghiệm tại quán và điểm trừ duy nhất là xếp hàng lâu quá 😁",5,Positive
Richard Turner,So slow for a McDonalds.,2,Negative
Mohamed Khairat,"Probably the slowest McDonald's I've ever been to. Took 15 minutes for an apple pie (I wasn't told it would take that long). Others were waiting for up to 20 minutes for other standard food. Otherwise, it's just a McDonald's really.",3,Neutral
Van Nguyen,"Quá đông khách, ko đủ chỗ ngồi, chỗ rửa tay rất bẩn",3,Neutral
Shiny Mani,Usual stuff,5,Positive
Nguyễn Cường,Địa điểm đông đúc nhiều người nước ngoài,4,Positive
りゅうのすけ,注文を設置型パネルで出来る。なかなか便利,4,Positive
Phong Nguyen,Gà ngon,4,Positive
Виктор Клименко,"Обычный макдоналдс. Ничего особенного. На сенсорном терминале заказ помог сделать сотрудник в зале, который говорил на русском. Цены ну так, в России вроде подешевле. 2 картошки, 2 небольших чизбургера, 2 коды вышло кажется 230 тыс донгов. По вкусу вполне вкусно. Соусы бесплатны.",5,Positive
Quang Trung Nguyễn,"Buổi sáng chưa có BigMac nên gọi tạm set nhẹ. Không rõ có vẫn cùng một nguồn nhập khẩu không mà mình cảm giác như ăn vị cà chua nội địa.

Điểm cộng:
- Vị trí thuận tiện
- Khá mới, sạch sẽ
- Có booth order tự động
- Phục vụ nhanh
Điểm trừ:
- MacCafe chất lượng dở xuyên suốt
- Bánh táo vị không giống đồ ăn cho người
- Vị trí cạnh bốt công an - ko thân thiện với người VN",4,Positive
Bogdanov Yuri,"Макдональдс как Макдональдс. Очень приятный персонал. Быстро, четко, в соседнем лоттери помнится полчаса бургер ждал и полменю не было. Снимаю балл за булку в биг маке - котлета отлично, а вот булка прилипла к коробке, пока до дома дошёл и вообще не очень. Мясо с рисом - мяса очень мало, но, впрочем, это лучше и по цене почти также, чем похожие, но еще хуже, такие блюда в минимаркетах.",4,Positive
Jasmine,"Je ne suis pas adepte de fast-foods, surtout pas une enseigne que j’ai dans mon pays. Cependant à cause des intempéries nous n’avions que ça pour rentrer vite chez nous. Goûts différents de la France/Angleterre/Corée mais très surprenant pour McDonald’s. Service seulement un peu lent mais il y avait beaucoup de monde. Je pense que certains touristes se prennent pour des rois avec des reproches de typiques colons, puisqu’ils s’énervaient sans raison après avoir validé une commande deux minutes avant. Je suis satisfaite de cet endroit. Poulet frit très bon!

(Visité en septembre)",3,Neutral
Thu Hiền Martha Nguyễn,"Đồ ăn và uống ok. Phục vụ chu đáo. Không gian thoải mái, trong phòng kín. Không phù hợp cho trẻ nhỏ chạy nhảy. Có bàn to cho nhóm và bàn nhỏ cho cặp đôi. Ok, thanks!",4,Positive
Amanda Lee,"Mình order 2 miếng gà và yêu cầu không lấy cục cánh , lúc mang đồ ra bạn nv bảo gà lấy ngẫu nhiên k được chọn, và ngẫu nhiên lại đúng 2 cục cánh. Quá vô lý và mất lịch sự!

Placed an order and asked for not picking pieces with wings, a staff gave me my food and it was exactly wings , he said that they choose random and customer cant get what they want ! So disappointed!!",1,Negative
たかぴょん,普通のマクドナルドです。,3,Neutral
Martin Hokke,Zoals alle mcdonalds,3,Neutral
CHU CHU,항상 붐빔,5,Positive
Humphrey Chau,Ordered curly fries. It was ready before the number came up on screen but the guy was yelling the order number in Vietnamese so I had no idea. Oh well...,4,Positive
Nam Nguyen,good,5,Positive
L,"越南風格的麥當勞
一個套餐300k越盾左右",4,Positive
ricky jadunandan,great and quick service. Wish they had a pork mac burger,5,Positive
Dieu Minh Vu,"Burger ngon, vị trí đẹp.",5,Positive
Trung Thai Ha,Đông. Đắt. Sang chảnh phong trào,3,Neutral
na Ni,I had a combo burger with tekiyaki sauce for Tet festival. It is great.,5,Positive
Anh Xe ôm Volg,Thái độ phục vụ của nhân viên quá tệ,1,Negative
응우엔티탄흥,우웩,1,Negative
Nguyenha Que,Đông quá nên cảm nhận khi ăn không được ngon,3,Neutral
Duc Hieu,"Tuyệt vời, đồ ăn ngon",5,Positive
David Ashton,Busy. But the get it done,4,Positive
Quang Phan,"Đồ ăn rất ngon, fast serving",5,Positive
Hoài Nam,"Ăn ngon và vị trí đẹp, sát cạnh Hồ Gươm.",4,Positive
GuanWen Lin,擁擠 空氣有點差...,3,Neutral
Linh Ta Phuong,"Sometimes the staffs won't let you go upstair if it's late. Otherwise, it's fairly good service and food",4,Positive
Nguyễn Thành Long,Đồ ăn được. Phù hợp với trẻ em.,5,Positive
Nguyễn Trung PC,Tốt,5,Positive
Cuong Nguyen Tien,"Đồ ăn ngon,mỗi tội hơi đông",5,Positive
Maissae Raisse,Burger bien préparé services et préparation Inadmissible rester chez vous,2,Negative
HIRONORI IKEDA (Line : hiro-hiro1971),立地最高。フリーWiFi。,4,Positive
Ninh,Tuyệt,5,Positive
Nguyễn Châu Giang,Địa điểm đẹp,5,Positive
正君劉,越南的麥當勞比台灣的難吃，價錢也沒有比較便宜。,2,Negative
Jhonatan Aditya,They have 5 kind of sauce,5,Positive
Marko Petkovic,Great service and wonderful people :),5,Positive
רחל פקירי,זוועה,1,Negative
김미랑,에그머핀 셋트 69000동~~~,4,Positive
谢一萍,"定的外卖，两个汉堡都不对，还没给鸡块，醉了
Mistook burgers, and didn’t give nuggets, f**king order. Обманули с заказом и положили то, чего не заказывали, хотя по чеку вроде “правильно”. Плюс не положили нагетсов. Я не рекомендую заказывать у них что-то!",1,Negative
thanh cong nguyen,"Chất lượng đồ ăn và nhân viên thì ổn, nhưng cả quán có mỗi 1 nhà vệ sinh bé quá",3,Neutral
LIFE IN VIETNAM,Nhanh,5,Positive
Ngô Thọ,Ngắm vui thôi,2,Negative
Thang,Good,4,Positive
Jürgen Thul,"Lokale Menüs sind vorhanden. Mayo und Saucen kann man sich selbst am Spender zapfen, was egtl auch ganz praktisch ist. Qualität des Essens leider so lala. So schmeckten die Curlyfries wie aufgewärmt vom Vortag.",3,Neutral
Hải Linh Nguyễn,Văngs,5,Positive
Moйsta- R,"Located at the busiest street in Hanoi Old Quarter, opposite Ho Hoan Lake. The price almost the same with others country. Service quite good with English speaking staff.",4,Positive
코우카,아침이라 그런지 맥모닝밖에 안팔고있음.. 모두가아는 맥도날드의 맛,4,Positive
Relax Ayofa,Đồ ăn ngon,5,Positive
Bill Bowling,Very good Vietnam McDonald's,5,Positive
王靖宇（Tim）,人好多而且價格偏高～～如果找不到吃的是可以來!!但是空調不夠裡面很熱,4,Positive
Karen Kruger,Lovely,5,Positive
Trang Nguyễn Hoàng,View đẹp...đồ khá ngon,5,Positive
long chengheng,"Wc bẩn kinh khủng, bad service",3,Neutral
Dre Balcos,Mcdonalds by the lake,5,Positive
Độc Lạ Hà Nội,Chất lượng theo chuẩn quốc tế. Khá đông khách. Vị trí đẹp nhìn ra hồ Gươm.,5,Positive
Linh Phan,Không gian thoải mái.,5,Positive
Thắng Vũ Mạnh,Ghé qua thôi,4,Positive
바다냄새 좋아,일반 페스트 푸드점입니다,4,Positive
SeungHan Yun,"주문 받는 직원들이 친절하며
음식 제공속도가 아주 빠르나
엄청난 인파와 혼잡 때문에 전체적으로 주문및 식사가 종종 문제가 발생함
소스가 없거나 음식이 바뀌거나 없거나 등등",4,Positive
Đỗ Mạnh,"Đồ ăn ngon, có thể tự order qua màn hình cảm ứng để lấy đồ nhanh hơn, nhưng lượng khách vẫn quá đông, order xong đợi 30’ mới lấy đc đồ.",4,Positive
Asyraf Mohd Zin,"Busiest mcdonalds in the country! Taste as usual, same as the others mcdonald",5,Positive
Khai Tran,Làm ko chuyên nghiệp,1,Negative
Nguyễn Xuân Trường,"Quán này ăn đc . tuy ko xuất sắc nhưng cũng nên thử , chỉ có điều hơi đắt",4,Positive
Ho Leung,Food was clean but service was slow,3,Neutral
Lục Tài Vlogs,Sách sẽ các bác à,4,Positive
Guye Supangan,"Efficient service, good food :)",5,Positive
Đối Tương,"Quán đẹp, sạch sẽ. Đồ ăn ngon tuy hơi đắt. Quán rất đông vào giờ cao điểm và cách dịp lễ tết. Nhân viên phục vụ khá tốt.",5,Positive
윤찬호,손님도 별로 없었는데 엄청 늦게 나옴,2,Negative
Cafe Đắng 2,Hồ hoàng kiếm,1,Negative
Akhil Gopinath,Nice staffs and great service.,5,Positive
유경선,어디서나 만날수 있는 맥도날드입니다..,3,Neutral
by Ru,"Ngon , giá cả hợp lí",5,Positive
Daniel Jackson,"They're slacking. The service is not the world class McDonald's service we all know and love. The food is standard though. That tastes the same. Also, be careful not to shock yourself on this plug.",3,Neutral
Anita Arifin,I like their variety of sauce. But I can't find rice menu in here,3,Neutral
Lakshay Malhotra,Loved their deluxe cheese burger,5,Positive
Yash R,Busy McD's with a good selection however the Sal service counter has an issue taking credit cards or is not user friendly.  The person who took our order could barely understand English and it was difficult to explain.  McCafe servo however was excellent.,3,Neutral
Thanh Huệ Nguyễn Thị,Ngon,4,Positive
Tùng Phương Vũ,McDonald always good 🤗,5,Positive
soo chen,서빙해주는게 아님 좀 아쉽다,4,Positive
潘建助,"跟台灣的價位差不多
客人真的很多
廚房很小，所以出餐速度會比較慢
有免費的廁所，男女各一，需要排隊",5,Positive
Trung Dung,"Ko tat bang mcdonal hoang dao thuy. Mieng ga qua be. Se ko quay lai nua vi xung quanh co nhieu cua hang an nhanh hon... gia ca hop ly hon. Tuy nhien, co 1 diem cong cua mcdonal so voi cac cua hang khac la nhan vien chuyen nghiep hon. Va da du ky tu chua nhi?? Cho chac chan!",3,Neutral
신해철,투어 미팅장소였고 잠깐 들어가서 생수 샀는데 직원들 친절했습니다.,3,Neutral
充郎,"朝から歩きっぱなしで疲れたがゆっくり休憩が取れた
世界共通の味ですね",4,Positive
Robert Sc,Esta bien,3,Neutral
truong thi nhat hanh,"Thức ăn ok, nhanh, nhân viên phục vụ tốt. Tuy nhiên nhân viên order mặt rất thái độ. Hỏi và trả lời rất khó ưa, nhìn mặt ko cười nổi 1 cái với khách hàng. Bước vào cửa thì quầy order là nơi tiếp xúc đầu tiên đã gây mất thiện cảm nên ăn trưa cũng ko ngon nổi. Cứ như tôi mắc nợ anh ta cái gì. Trong lúc order rất vắng khách, chỉ có tôi thì ko lý gì anh ta lại tỏ thái độ mệt mỏi và khinh khỉnh như thế. No reccommend",2,Negative
Quang Nga Nguyen,Gà ngon hơn kfc và Lotteria,4,Positive
Wave Honda,It is always good taste,5,Positive
蔡昆榕,台灣的還是比較好吃,3,Neutral
Kabirul Pious,This is one of the popular Mac store in Hanoi. The place is bit narrow but window view is nice.,4,Positive
Jules Jublin,"Nicht so toll, sehr teuer und keine regionalen Speisen.",1,Negative
mathdic,한국에서도 볼 수 있는 무인 키오스크 주문방식이 적용되어있음. 물론 카운터에서 주문도 가능,4,Positive
duc pham,"Quán đồ ăn nhanh ngon, vị trí đắc địa, chỗ ngồi sạch sẽ, gọi đồ và nhận đồ rất nhanh. Giá thành hơn đắt với ngưòi việt nói chung. Đáng để thử và trải nghiệm",5,Positive
super genis,Quá ngon ạ.,5,Positive
Paras Yadav,Tasty food..,4,Positive
Khoa Nguyen - Tom,Món ăn ở McDonald TPHCM so với ở Hà Nội thì bên TPHCM ngon hơn và có nhiều chi nhánh McDonald hơn và nhân viên tốt hơn nhưng Hà Nội thì cụng khá là ngon nhưng nhân viên và bảo vệ hơi tệ chút. Mà vị trí dễ tìm và cũng rất đẹp.,3,Neutral
trung mai,Đồ ăn ở đây rất ngon và cũng rất tiện để ra hồ chơi,5,Positive
Tung Duong,Biển hiệu hơi khác so với các nhà hàng McDonald khác,4,Positive
Brid Mcdonagh,What's not to love,5,Positive
Hương Vega Quỳnh (TMC2007),"Địa điểm khá thuận tiện, tuy nhiên hơi chật",4,Positive
Manh Hung Luong,5 sao !,5,Positive
Huỳnh Hiệp,Dạo phố,3,Neutral
Yourvacation Travel Tourghepdulich,Tốt,4,Positive
Tuan Le,Trung tâm Hà Nội,4,Positive
Phạm Thái Hoàng,Ăn bình thường,3,Neutral
Sam Mahmoud,Beautiful place and tasty food also the prices are good,5,Positive
Nguyen Nhat Binh,Quá đông đặc biệt dịp cuối tuần,5,Positive
Hoàng Nguyễn Xuân,"Buồn ơi là buồn. Burger thì không có 1 cọng rau, miếng phomat thì chảy xệ, miếng bánh kẹp thì xốp bóp phát là vỡ. Khoai tây chiên thì yểu xìu. Nói chung là lần đầu tiên ăn lại sau hơn 9 năm thì mcdonald vẫn tệ như ngày nào.",1,Negative
Thanh Vu,"I always like McDonald. Here or in America or other countries, all give the same taste.",5,Positive
Bui Huyen,Quick and delicous. Better than Lotteria,5,Positive
RentABikeVN com,It's a McDonald's.,5,Positive
Hiếu Nguyễn Duy,Sốt rất ngon. Mù tạt mật ông good,5,Positive
Amina Stella,Green tea muffin,5,Positive
Ciara Lee,Fast service,5,Positive
Duy Anh Nguyen,"Đồ ăn ngon nhưng vẫn phải cho 1* vì ăn xong mình ra ngoài bắt grab , đang chờ xe mà trời mưa thì bị bảo vệ ra quát đuổi không cho đứng dưới hiên , có nói là cháu vừa ăn xong cháu chờ xe đón , nhưng ông í vẫn quát , để í thì thấy ai ông í cũng quát nên cho 1* chấn chỉnh nhé 🙂",1,Negative
Atuan Nguyen,Hôm nay con ra MCDonald's rõ là hộp Happy Meal được tặng Zozo mà lúc nhân viên lại phát quyền sách. Lý do hết zozo :(,4,Positive
Thiem Vu Van (Thiembrian),とてもおいしい。,5,Positive
