Review,Sentiment,tokenized_text,emoji to text,emoji to text + stopwords
"có quá nhiều người vào buổi tối. kiosk mất nhiều thời gian để xem nó có quen thuộc không. có rất nhiều khách hàng đến nỗi nhân viên không thể dọn dẹp bàn. ngoài ra còn thiếu nước sốt, nhưng không nạp lại. hamburger chỉ là một mac lớn, nhưng patty dường như đã bật lò vi sóng và kích thước bánh mì kẹp thịt hơi nhỏ. nhưng nó rẻ hơn một chút so với hàn quốc.",2,"có quá nhiều người vào buổi tối . kiosk mất nhiều thời_gian để xem nó có quen_thuộc không . có rất nhiều khách_hàng đến_nỗi nhân_viên không_thể dọn_dẹp bàn . ngoài_ra còn thiếu nước sốt , nhưng không nạp lại . hamburger chỉ là một mac lớn , nhưng patty dường_như đã bật lò_vi_sóng và kích_thước bánh_mì kẹp thịt hơi nhỏ . nhưng nó rẻ hơn một_chút so với hàn_quốc .","có quá nhiều người vào buổi tối . kiosk mất nhiều thời_gian để xem nó có quen_thuộc không . có rất nhiều khách_hàng đến_nỗi nhân_viên không_thể dọn_dẹp bàn . ngoài_ra còn thiếu nước sốt , nhưng không nạp lại . hamburger chỉ là một mac lớn , nhưng patty dường_như đã bật lò_vi_sóng và kích_thước bánh_mì kẹp thịt hơi nhỏ . nhưng nó rẻ hơn một_chút so với hàn_quốc .",tối kiosk thời_gian quen_thuộc khách_hàng đến_nỗi nhân_viên không_thể dọn_dẹp bàn ngoài_ra sốt nạp hamburger mac patty dường_như bật lò_vi_sóng kích_thước bánh_mì kẹp thịt hơi rẻ một_chút hàn_quốc
bảo vệ thu thêm tiền gửi xe. mà kp khách nào cũng thu. có thể là biển tỉnh lẻ sẽ thu thêm,2,bảo_vệ thu thêm tiền gửi xe . mà kp khách nào cũng thu . có_thể là biển tỉnh_lẻ sẽ thu thêm,bảo_vệ thu thêm tiền gửi xe . mà kp khách nào cũng thu . có_thể là biển tỉnh_lẻ sẽ thu thêm,bảo_vệ thu tiền gửi xe kp thu có_thể biển tỉnh_lẻ thu
"mé nó vào bấm mãi đồ ăn mà không được, nhân viên thì đơ đơ",2,"mé nó vào bấm mãi đồ_ăn mà không được , nhân_viên thì đơ đơ","mé nó vào bấm mãi đồ_ăn mà không được , nhân_viên thì đơ đơ",mé bấm mãi đồ_ăn nhân_viên đơ đơ
thử nghiệm việt nam,2,thử_nghiệm việt_nam,thử_nghiệm việt_nam,thử_nghiệm việt_nam
"thức ăn là ok khi chúng tôi ở đó, nó có đầy đủ các gia đình và toàn bộ nơi có mùi như cống rất may, thời gian poop0o của tôi sau đó là aok, vì vậy 3💫",2,"thức_ăn là ok khi chúng_tôi ở đó , nó có đầy_đủ các gia_đình và toàn_bộ nơi có mùi như cống rất may , thời_gian poop0o của tôi sau đó là aok , vì_vậy 3 💫","thức_ăn là ok khi chúng_tôi ở đó , nó có đầy_đủ các gia_đình và toàn_bộ nơi có mùi như cống rất may , thời_gian poop0o của tôi sau đó là aok , vì_vậy 3 💫",thức_ăn ok chúng_tôi đầy_đủ gia_đình toàn_bộ mùi cống may thời_gian poop0o aok vì_vậy 3 💫
không có gì đặc biệt,2,không có gì đặc_biệt,không có gì đặc_biệt,đặc_biệt
khá cuốn hút trẻ em,2,khá cuốn_hút trẻ_em,khá cuốn_hút trẻ_em,cuốn_hút trẻ_em
"nó chỉ là một mcdonald. mcspicy rất ngon, hãy cẩn thận",2,"nó chỉ là một mcdonald . mcspicy rất ngon , hãy cẩn_thận","nó chỉ là một mcdonald . mcspicy rất ngon , hãy cẩn_thận",mcdonald mcspicy ngon cẩn_thận
"mcdonald, là mcdonald mcdonald",2,"mcdonald , là mcdonald mcdonald","mcdonald , là mcdonald mcdonald",mcdonald mcdonald mcdonald
nằm trong một khu vực đàng hoàng. được lấp đầy với người nước ngoài trên lầu với tiếng ồn lớn. sàn nhà rất ẩm ướt và mọi người bị trượt. sự sạch sẽ không tốt. vui lòng làm việc trên nó. thức ăn ngon.,2,nằm trong một khu_vực đàng_hoàng . được lấp đầy với người nước_ngoài trên lầu với tiếng ồn lớn . sàn nhà rất ẩm_ướt và mọi người bị trượt . sự sạch_sẽ không tốt . vui_lòng làm_việc trên nó . thức_ăn ngon .,nằm trong một khu_vực đàng_hoàng . được lấp đầy với người nước_ngoài trên lầu với tiếng ồn lớn . sàn nhà rất ẩm_ướt và mọi người bị trượt . sự sạch_sẽ không tốt . vui_lòng làm_việc trên nó . thức_ăn ngon .,nằm khu_vực đàng_hoàng lấp nước_ngoài lầu tiếng ồn sàn ẩm_ướt trượt sạch_sẽ vui_lòng làm_việc thức_ăn ngon
thực phẩm và dịch vụ tuyệt vời ... nhưng tầng hai có mùi mốc,2,thực_phẩm và dịch_vụ tuyệt_vời ... nhưng tầng hai có mùi mốc,thực_phẩm và dịch_vụ tuyệt_vời ... nhưng tầng hai có mùi mốc,thực_phẩm dịch_vụ tuyệt_vời ... tầng hai mùi mốc
"mcdonald ở hà nội, việt nam. nó có vị gần như giống như mcdonald ở nhật bản, nhưng có một kiểu gạo phổ biến đối với mcdonald ở đông nam á. gà là giòn và đủ ngon ngọt. gạo là một chút của một chút một chút của một chút một chút của một chút một chút của một chút một chút của một chút khoai tây chiên, cốm gà và bánh mì kẹp thịt có thể nóng trong hương vị thông thường của chúng. có chỗ ngồi trên tầng hai, vì vậy nếu bạn may mắn, bạn có thể tìm thấy chúng. hơn nữa, vì việc đặt hàng được thực hiện thông qua một bảng điều khiển điện tử, sẽ khá khó khăn nếu bạn không thể quen với nó.",2,"mcdonald ở hà_nội , việt_nam . nó có vị gần như giống như mcdonald ở nhật_bản , nhưng có một kiểu gạo phổ_biến đối_với mcdonald ở đông nam á . gà là giòn và đủ ngon_ngọt . gạo là một_chút của một_chút một_chút của một_chút một_chút của một_chút một_chút của một_chút một_chút của một_chút khoai_tây chiên , cốm gà và bánh_mì kẹp thịt có_thể nóng trong hương_vị thông_thường của chúng . có chỗ ngồi trên tầng hai , vì_vậy nếu bạn may_mắn , bạn có_thể tìm thấy chúng . hơn_nữa , vì việc đặt_hàng được thực_hiện thông_qua một bảng điều_khiển điện_tử , sẽ khá khó_khăn nếu bạn không_thể quen với nó .","mcdonald ở hà_nội , việt_nam . nó có vị gần như giống như mcdonald ở nhật_bản , nhưng có một kiểu gạo phổ_biến đối_với mcdonald ở đông nam á . gà là giòn và đủ ngon_ngọt . gạo là một_chút của một_chút một_chút của một_chút một_chút của một_chút một_chút của một_chút một_chút của một_chút khoai_tây chiên , cốm gà và bánh_mì kẹp thịt có_thể nóng trong hương_vị thông_thường của chúng . có chỗ ngồi trên tầng hai , vì_vậy nếu bạn may_mắn , bạn có_thể tìm thấy chúng . hơn_nữa , vì việc đặt_hàng được thực_hiện thông_qua một bảng điều_khiển điện_tử , sẽ khá khó_khăn nếu bạn không_thể quen với nó .",mcdonald hà_nội việt_nam vị mcdonald nhật_bản gạo phổ_biến đối_với mcdonald đông nam gà giòn ngon_ngọt gạo một_chút một_chút một_chút một_chút một_chút một_chút một_chút một_chút một_chút một_chút khoai_tây chiên cốm gà bánh_mì kẹp thịt có_thể nóng hương_vị thông_thường chỗ tầng hai vì_vậy may_mắn có_thể hơn_nữa đặt_hàng thực_hiện thông_qua bảng điều_khiển điện_tử khó_khăn không_thể quen
không khí trong quán mùi lắm .,2,không_khí trong quán mùi lắm .,không_khí trong quán mùi lắm .,không_khí quán mùi lắm
"kinh nghiệm đáng kinh ngạc đã đến trong các bức ảnh của 1 p.m. trong thời gian của cô ấy, đồng đội của tôi đã tiếp tục bị chen lấn bởi những người thiếu kiên nhẫn. không lâu tôi hầu như không nói vé cho đơn đặt hàng của chúng tôi đã phát hành người phụ nữ với một nhân viên vội vã phát hành thiết bị đầu cuối mà chúng tôi đang mất quá nhiều thời gian trong một giai điệu khó chịu chúng tôi đã phục hồi đơn đặt hàng của chúng tôi khá nhanh mặc dù đám đông và sau đó đi ra ngoài ăn bên ngoài. điều không ngạc nhiên của tôi khi tôi phát hiện ra rằng chiếc bánh burger của tôi không tương ứng với bất cứ điều gì tôi đã đặt hàng. mặc dù giá cả là chính xác cho các đồng nghiệp châu âu của tôi, những người đọc cho tôi, bạn sẽ cần phải trả khoảng 5 cho một thực đơn rộng.",2,"kinh_nghiệm đáng kinh_ngạc đã đến trong các bức ảnh của 1 p.m. trong thời_gian của cô ấy , đồng_đội của tôi đã tiếp_tục bị chen_lấn bởi những người thiếu kiên_nhẫn . không lâu tôi hầu_như không nói vé cho đơn đặt_hàng của chúng_tôi đã phát_hành người phụ_nữ với một nhân_viên vội_vã phát_hành thiết_bị_đầu_cuối mà chúng_tôi đang mất quá nhiều thời_gian trong một giai_điệu khó_chịu chúng_tôi đã phục_hồi đơn đặt_hàng của chúng_tôi khá nhanh mặc_dù đám đông và sau đó đi ra ngoài ăn bên ngoài . điều không ngạc_nhiên của tôi khi tôi phát_hiện ra rằng chiếc bánh burger của tôi không tương_ứng với bất_cứ điều gì tôi đã đặt_hàng . mặc_dù giá_cả là chính_xác cho các đồng_nghiệp châu_âu của tôi , những người đọc cho tôi , bạn sẽ cần phải trả khoảng 5 cho một thực_đơn rộng .","kinh_nghiệm đáng kinh_ngạc đã đến trong các bức ảnh của 1 p.m. trong thời_gian của cô ấy , đồng_đội của tôi đã tiếp_tục bị chen_lấn bởi những người thiếu kiên_nhẫn . không lâu tôi hầu_như không nói vé cho đơn đặt_hàng của chúng_tôi đã phát_hành người phụ_nữ với một nhân_viên vội_vã phát_hành thiết_bị_đầu_cuối mà chúng_tôi đang mất quá nhiều thời_gian trong một giai_điệu khó_chịu chúng_tôi đã phục_hồi đơn đặt_hàng của chúng_tôi khá nhanh mặc_dù đám đông và sau đó đi ra ngoài ăn bên ngoài . điều không ngạc_nhiên của tôi khi tôi phát_hiện ra rằng chiếc bánh burger của tôi không tương_ứng với bất_cứ điều gì tôi đã đặt_hàng . mặc_dù giá_cả là chính_xác cho các đồng_nghiệp châu_âu của tôi , những người đọc cho tôi , bạn sẽ cần phải trả khoảng 5 cho một thực_đơn rộng .",kinh_nghiệm kinh_ngạc ảnh 1 p.m. thời_gian đồng_đội tiếp_tục chen_lấn kiên_nhẫn hầu_như vé đơn đặt_hàng chúng_tôi phát_hành phụ_nữ nhân_viên vội_vã phát_hành thiết_bị_đầu_cuối chúng_tôi thời_gian giai_điệu khó_chịu chúng_tôi phục_hồi đơn đặt_hàng chúng_tôi mặc_dù đám đông ngạc_nhiên phát_hiện bánh burger tương_ứng bất_cứ đặt_hàng mặc_dù giá_cả chính_xác đồng_nghiệp châu_âu đọc 5 thực_đơn rộng
"thức ăn phù hợp với những gì bạn mong đợi từ mcdonald. dịch vụ này cực kỳ chậm mặc dù. tôi đã đi hai lần và một lần nó bận rộn và lần còn lại có 5 nhân viên trong bếp và tôi có đơn đặt hàng duy nhất trong quá trình và vẫn mất nhiều thời gian. ngoài ra, họ có rất nhiều đặc biệt được đăng trên ứng dụng của họ. bạn có thể quét mã từ ứng dụng bằng các ki ốt nếu bạn cũng muốn đặt hàng tại chỗ.",2,"thức_ăn phù_hợp với những gì bạn mong_đợi từ mcdonald . dịch_vụ này cực_kỳ chậm mặc_dù . tôi đã đi hai lần và một lần nó bận_rộn và lần còn lại có 5 nhân_viên trong bếp và tôi có đơn đặt_hàng duy_nhất trong quá_trình và vẫn mất nhiều thời_gian . ngoài_ra , họ có rất nhiều đặc_biệt được đăng trên ứng_dụng của họ . bạn có_thể quét mã từ ứng_dụng bằng các ki_ốt nếu bạn cũng muốn đặt_hàng tại_chỗ .","thức_ăn phù_hợp với những gì bạn mong_đợi từ mcdonald . dịch_vụ này cực_kỳ chậm mặc_dù . tôi đã đi hai lần và một lần nó bận_rộn và lần còn lại có 5 nhân_viên trong bếp và tôi có đơn đặt_hàng duy_nhất trong quá_trình và vẫn mất nhiều thời_gian . ngoài_ra , họ có rất nhiều đặc_biệt được đăng trên ứng_dụng của họ . bạn có_thể quét mã từ ứng_dụng bằng các ki_ốt nếu bạn cũng muốn đặt_hàng tại_chỗ .",thức_ăn phù_hợp mong_đợi mcdonald dịch_vụ cực_kỳ chậm mặc_dù hai bận_rộn 5 nhân_viên bếp đơn đặt_hàng duy_nhất quá_trình thời_gian ngoài_ra đặc_biệt đăng ứng_dụng có_thể quét mã ứng_dụng ki_ốt đặt_hàng tại_chỗ
"tất nhiên là cực kỳ tốn kém, nhưng đôi khi là chuẩn mực",2,"tất_nhiên là cực_kỳ tốn_kém , nhưng đôi_khi là chuẩn_mực","tất_nhiên là cực_kỳ tốn_kém , nhưng đôi_khi là chuẩn_mực",tất_nhiên cực_kỳ tốn_kém đôi_khi chuẩn_mực
"mcd cổ điển ở rìa hồ ở trung tâm hà nội rất nhiều chỗ ngồi trên lầu, sạch sẽ và thoáng mát menu cũng có món cơm nếu bạn muốn",2,"mcd cổ_điển ở rìa hồ ở trung_tâm hà_nội rất nhiều chỗ ngồi trên lầu , sạch_sẽ và thoáng mát menu cũng có món cơm nếu bạn muốn","mcd cổ_điển ở rìa hồ ở trung_tâm hà_nội rất nhiều chỗ ngồi trên lầu , sạch_sẽ và thoáng mát menu cũng có món cơm nếu bạn muốn",mcd cổ_điển rìa hồ trung_tâm hà_nội chỗ lầu sạch_sẽ thoáng mát menu món cơm
"tầng thứ hai luôn ẩm và không khí xấu và mùi kỳ lạ. do vị trí, nó luôn luôn đông đúc. khách hàng không tự vứt rác, vì vậy họ không hiệu quả, họ cần nhân viên để dọn rác từ khách hàng trước mặt họ để ngồi xuống. việc đặt hàng và đón được tự động hóa nên nó trơn tru. các nhân viên làm việc chăm chỉ.",2,"tầng thứ hai luôn ẩm và không_khí xấu và mùi kỳ_lạ . do vị_trí , nó luôn_luôn đông_đúc . khách_hàng không tự vứt rác , vì_vậy họ không hiệu_quả , họ cần nhân_viên để dọn rác từ khách_hàng trước mặt họ để ngồi xuống . việc đặt_hàng và đón được tự_động_hoá nên nó trơn_tru . các nhân_viên làm_việc chăm_chỉ .","tầng thứ hai luôn ẩm và không_khí xấu và mùi kỳ_lạ . do vị_trí , nó luôn_luôn đông_đúc . khách_hàng không tự vứt rác , vì_vậy họ không hiệu_quả , họ cần nhân_viên để dọn rác từ khách_hàng trước mặt họ để ngồi xuống . việc đặt_hàng và đón được tự_động_hoá nên nó trơn_tru . các nhân_viên làm_việc chăm_chỉ .",tầng hai ẩm không_khí xấu mùi kỳ_lạ vị_trí luôn_luôn đông_đúc khách_hàng vứt rác vì_vậy hiệu_quả nhân_viên dọn rác khách_hàng mặt đặt_hàng đón tự_động_hoá trơn_tru nhân_viên làm_việc chăm_chỉ
mc donald bờ hồ vị trí đẹp. muốn ăn md mình thường ghé vào đây thik nhất món kem và bánh big mc,2,mc donald bờ hồ vị_trí đẹp . muốn ăn md mình thường ghé vào đây thik nhất món kem và bánh big mc,mc donald bờ hồ vị_trí đẹp . muốn ăn md mình thường ghé vào đây thik nhất món kem và bánh big mc,mc donald bờ hồ vị_trí đẹp md ghé thik món kem bánh big mc
uống mỗi cốc cà phê mà bắt đợi lâu quá .,2,uống mỗi cốc cà_phê mà bắt đợi lâu quá .,uống mỗi cốc cà_phê mà bắt đợi lâu quá .,uống cốc cà_phê bắt đợi
thỉnh thoảng nhân viên hay giao nhầm order,2,thỉnh_thoảng nhân_viên hay giao nhầm order,thỉnh_thoảng nhân_viên hay giao nhầm order,thỉnh_thoảng nhân_viên giao nhầm order
"fauburger giống việt nam tôi đã đặt hàng một cái gì đó như thế. hương vị việt nam lol cửa hàng trống rỗng, nhưng nó ồn ào khi những đứa trẻ địa phương đang làm ầm ĩ và đang cưỡi trên bàn và chạy xung quanh trên trượt băng.",2,"fauburger giống việt_nam tôi đã đặt_hàng một cái gì đó như_thế . hương_vị việt_nam lol cửa_hàng trống_rỗng , nhưng nó ồn_ào khi những đứa trẻ địa_phương đang làm ầm_ĩ và đang cưỡi trên bàn và chạy xung_quanh trên trượt_băng .","fauburger giống việt_nam tôi đã đặt_hàng một cái gì đó như_thế . hương_vị việt_nam lol cửa_hàng trống_rỗng , nhưng nó ồn_ào khi những đứa trẻ địa_phương đang làm ầm_ĩ và đang cưỡi trên bàn và chạy xung_quanh trên trượt_băng .",fauburger việt_nam đặt_hàng như_thế hương_vị việt_nam lol cửa_hàng trống_rỗng ồn_ào trẻ địa_phương ầm_ĩ cưỡi bàn chạy xung_quanh trượt_băng
